CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
20353	BIOL	342L	01	G	0.000	Oceanography Lab	T	02:00 pm-05:00 pm	12	-3	Gorka A Sancho (P)	01/10-05/04	GMLA 113	 
22295	BIOL	342L	02	G	0.000	Oceanography Lab	R	02:00 pm-05:00 pm	12	-2	Gorka A Sancho (P)	01/10-05/04	GMLA 113	 
20354	BIOL	350	01	M	3.000	Evolution	MWF	09:00 am-09:50 am	40	0	Matthew Thomas Rutter (P)	01/10-05/04	RHSC 239	 
20355	BIOL	352	01	M	3.000	Neurobiology and Behavior	TR	10:50 am-12:05 pm	20	1	Michael Gerard Ruscio (P), Garrett W Milliken	01/10-05/04	RHSC 239	 
23512	BIOL	397	01	M	0.000	Cercal System Morphology	 	TBA	0	-1	Jeffrey D Triblehorn (P)	01/10-05/04	TBA	 
23522	BIOL	397	02	M	0.000	The Locus-Coeruleus	 	TBA	0	-1	Christopher A Korey (P)	01/10-05/04	TBA	 
23578	BIOL	397	03	M	0.000	Research Experience in Biology	 	TBA	0	-1	Andrew J Clark (P)	01/10-05/04	TBA	 
23579	BIOL	397	04	M	0.000	Research Experience in Biology	 	TBA	0	-1	Andrew J Clark (P)	01/10-05/04	TBA	 
23580	BIOL	397	05	M	0.000	Research Experience in Biology	 	TBA	0	-1	Andrew J Clark (P)	01/10-05/04	TBA	 
23581	BIOL	397	06	M	0.000	Research Experience in Biology	 	TBA	0	-1	Andrew J Clark (P)	01/10-05/04	TBA	 
23186	BIOL	399	01	M	3.000	Glutamate & Cocain Self-Admin	 	TBA	0	-1	Maria A Whitehead (P)	01/10-05/04	TBA	 
23227	BIOL	399	02	M	3.000	Biology Tutorial	 	TBA	0	-1	Jeffrey D Triblehorn (P)	01/10-05/04	TBA	 
23371	BIOL	399	03	M	3.000	Parasites on Swimming in Fish	 	TBA	0	-1	Eric J McElroy (P)	01/10-05/04	TBA	 
23405	BIOL	399	04	M	3.000	Nervous System Evolution	 	TBA	0	-1	Jeffrey D Triblehorn (P)	01/10-05/04	TBA	 
23406	BIOL	399	05	M	3.000	Protracted Withdrawal	 	TBA	0	-1	Christopher A Korey (P)	01/10-05/04	TBA	 
23519	BIOL	399	06	M	3.000	Prep-Research Idotea Baltica	 	TBA	0	-1	Erik Sotka (P)	01/10-05/04	TBA	 
23526	BIOL	399	07	M	3.000	Isoforms & Flight in Fruit Fly	 	TBA	0	-1	Agnes J Southgate (P)	01/10-05/04	TBA	 
23536	BIOL	399	08	M	3.000	Invasive Species on Mudflats	 	TBA	0	-1	Erik Sotka (P)	01/10-05/04	TBA	 
23562	BIOL	399	09	M	3.000	A Conservation Case Study	 	TBA	0	-1	Maria A Whitehead (P)	01/10-05/04	TBA	 
23617	BIOL	399	10	M	1.000	Computational Model of Lizard	 	TBA	0	-1	Eric J McElroy (P)	01/10-05/04	TBA	 
20357	BIOL	406	01	M	3.000	Conservation Biology	TR	01:40 pm-02:55 pm	9	0	Maria A Whitehead (P)	01/10-05/04	NSCB 140	 
22421	BIOL	446	01	M	4.000	Techniques in Neuroscience	MW	09:00 am-09:50 am	4	-1	Jeffrey D Triblehorn (P)	01/10-05/04	RHSC 324	 
 	 	 	 	 	 	 	W	01:00 pm-05:00 pm	 	 	Jeffrey D Triblehorn (P)	01/10-05/04	RHSC 300	 
20358	BIOL	447	01	M	3.000	Seminar in Neuroscience	M	02:00 pm-05:00 pm	20	11	Christopher A Korey (P)	01/10-05/04	NSCB 100	 
23505	BIOL	448	09	M	3.000	Circadian Rhythms/Marine Inver	 	TBA	0	-1	Elizabeth L Meyer-Bernstein (P)	01/10-05/04	TBA	 
23513	BIOL	448	10	M	3.000	Comparison of Tiger Salamander	 	TBA	0	-1	Garrett W Milliken (P)	01/10-05/04	TBA	 
23138	BIOL	450	02	M	3.000	Problems in Biology	 	TBA	0	-1	Anastasia Maria Zimmerman (P)	01/10-05/04	TBA	 
23368	BIOL	450	03	M	2.000	Problems in Biology	 	TBA	0	-1	Allison Marie Welch (P)	01/10-05/04	TBA	 
23369	BIOL	450	04	M	3.000	Molecular Biology	 	TBA	0	-1	Anastasia Maria Zimmerman (P)	01/10-05/04	TBA	 
23404	BIOL	450	05	M	3.000	Biomedical Optics Research	 	TBA	0	-1	Mark D Lazzaro (P)	01/10-05/04	TBA	 
23407	BIOL	450	06	M	2.000	Environ. Stresses on Tadpoles	 	TBA	0	-1	Allison Marie Welch (P)	01/10-05/04	TBA	 
23408	BIOL	450	07	M	1.000	Disruption of Mitosis	 	TBA	0	-1	Justin K Wyatt (P)	01/10-05/04	TBA	 
23425	BIOL	450	08	M	3.000	Research in Immunology	 	TBA	0	-1	Anastasia Maria Zimmerman (P)	01/10-05/04	TBA	 
23467	BIOL	450	09	M	3.000	Neurobiology of Alcoholism	 	TBA	0	-1	Howard C Becker (P)	01/10-05/04	TBA	 
